"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene_symbol"
1.55670528995556,1.24373331733333,6.34643515281092,1.37832816076799e-06,0.000864672619287149,5.39628624765573,10702913
1.73800767428889,1.34326504945833,6.26490090864775,1.68255370362703e-06,0.000920087667291405,5.20942883665152,10908596
1.12502402173333,1.16900696841667,5.39420938172209,1.47449999360018e-05,0.00169466419869996,3.16866214239937,10862166
1.31056431104444,1.28845916004167,5.20710094539608,2.36962295243158e-05,0.00197531191357879,2.72147872874747,10797857
1.31583201935556,1.31279152779167,4.96999522627986,4.33462294369688e-05,0.00266330922531596,2.15203580092963,10724238
1.16740298893333,1.22413857825,4.90149757539121,5.16307712006565e-05,0.00292881441113765,1.9871127100346,10836504
-1.12150067795555,1.3099954785,-4.48730119464892,0.000148971257795211,0.00512478008320463,0.988437940987332,10928837
-1.40725649382222,1.39409648208333,-3.93212648148866,0.000613778648711324,0.0120128388067752,-0.34187686131071,10860900
-1.02705473344444,1.479540409625,-3.5554180612296,0.00158334544081959,0.0222432015143229,-1.22677205299774,10923393
-1.24953469857778,1.3475293455,-3.49801586778818,0.00182647120731917,0.0244441388891438,-1.35958221620176,10771649
