"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene_symbol"
1.78986851196367,1.78664124562313,8.01836207840544,0.000536212541892485,0.999987248375279,-4.38959898601952,"Myadml2"
-2.3568403733479,0.984062328307298,-5.99412753398393,0.00198942381697452,0.999987248375279,-4.40346763527983,"Il4i1"
1.68126470993996,2.22422436542569,5.89812972064422,0.0021354376682561,0.999987248375279,-4.4044383853213,"4930554H23Rik"
1.21700330712958,1.76549964603936,5.50129857273943,0.00289046397741886,0.999987248375279,-4.40890054806319,"Oas1h"
1.23351378650703,0.740108271904219,5.49046235363471,0.00291514009935814,0.999987248375279,-4.40903350016113,"A830019L24Rik"
1.25215782044961,3.57876776473757,5.18465725411744,0.00372558675304387,0.999987248375279,-4.41306253802212,"Cts8-ps"
1.16878423098379,1.08972138445662,5.09726128659757,0.00400405779386071,0.999987248375279,-4.41431996826221,"Slco1c1"
1.3700375409353,1.81170134661649,5.07819425547852,0.00406801504671666,0.999987248375279,-4.41460105232325,"Ceacam12"
1.09223409604099,2.3335068618637,4.8921293312039,0.00475934700981997,0.999987248375279,-4.41747818096017,"Pld5"
1.05874061667009,0.746669520649073,4.69936789886556,0.00562528772253723,0.999987248375279,-4.42073583265196,"Prg2"
1.54800838133895,1.58650329974101,4.63952420608278,0.00593069653304363,0.999987248375279,-4.42180948879684,"Tm4sf5"
1.25775012104934,1.79646720232589,4.32704975124299,0.00787735110152515,0.999987248375279,-4.42795035190297,"Klrb1f"
1.19380792474448,1.61046100780738,4.25013346708473,0.0084649035783048,0.999987248375279,-4.42961206901181,"Gm1720"
1.06669954635074,2.11180879638574,4.15119475507718,0.00929708293104614,0.999987248375279,-4.43184531059348,"Neurod4"
1.53901627447818,1.16412513040795,4.06694259469397,0.0100811670023001,0.999987248375279,-4.43383635895972,"D030025E07Rik"
1.07875422242857,3.9703676398985,3.99720063012095,0.0107884988044681,0.999987248375279,-4.43554974949022,"Slc4a1"
1.17052613826846,1.59995531021869,3.93247717752789,0.0114966866608584,0.999987248375279,-4.43719498917387,"Best2"
1.19993888605436,1.37088838560198,3.8471709236386,0.0125136123257843,0.999987248375279,-4.4394480130201,"Neurod6"
-1.11657722973065,0.603303992631765,-3.80825941138022,0.0130116487450603,0.999987248375279,-4.44050881837089,"Sycn"
1.06446281371842,0.785773078272015,3.78234662807144,0.0133559719036993,0.999987248375279,-4.44122709230053,"Krtap26-1"
2.05698996868088,1.51006961083419,3.77418720387586,0.0134665542729878,0.999987248375279,-4.44145524935501,"2310002L09Rik"
1.41924307587197,1.20240673888505,3.77344931185295,0.013476606534745,0.999987248375279,-4.44147592981162,"Gm11985"
1.25072537088087,1.66974527768827,3.74297990181071,0.0138993235869392,0.999987248375279,-4.44233676881521,"4930467D21Rik"
