"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene_symbol"
5.78629182386662,10.3937461367297,36.0479347099062,7.02021397912059e-13,2.04522233925046e-10,20.2179634246952,"SPAC1F8.03c"
4.96769951487526,8.17959669606215,29.8585843036939,5.59982606313895e-12,7.99060894560562e-10,18.1157797690963,"SPAC1F8.02c"
4.2801399493515,13.3203092403295,72.5532989609356,3.01940290805686e-16,5.2779162832834e-13,27.3014078458299,"SPBC4F6.09"
3.89254096922546,12.5278448938535,53.5270698339436,8.82978452653124e-15,6.95593882357924e-12,24.4100813088384,"SPAC1F7.08"
3.66105197068027,11.8905732386359,67.0335825047539,7.27044919658499e-16,1.01669961565045e-12,26.5856258261155,"SPAC1F7.07c"
3.643593991617,10.3775631675104,31.0984434546851,3.5783467237891e-12,5.95709530779367e-10,18.5736078594029,"SPBC1683.09c"
3.43556239853063,7.9492406258122,22.4094083913101,1.30030576260664e-10,8.04578574526161e-09,14.8484293118025,"SPNCRNA.139"
3.43200885693443,7.97090703443862,21.3894299628275,2.16011654416605e-10,1.17996366225071e-08,14.3143799058453,"SPNCRNA.604"
3.07786400417367,10.2296711189676,30.7561036473075,4.04217447871571e-12,6.57276371050703e-10,18.4492268359502,"SPBC106.02c"
2.67771395779383,11.2223530840698,55.9243643254062,5.43144718663591e-15,5.42523981842261e-12,24.8483108808258,"SPCC1840.12"
2.57800605324234,11.5162941628506,52.2049188646068,1.16517601560202e-14,8.14691070108934e-12,24.157086662638,"SPNCRNA.1279"
2.51005122600232,6.51821001537929,41.2075165596792,1.60047968753916e-13,6.58267880898458e-11,21.6768079551265,"SPNCRNA.425"
2.50542808413323,6.08713119557346,25.5159633846377,3.14535284106859e-11,2.81952654676302e-09,16.332838652193,"SPNCRNA.530"
2.40983710829932,7.32141085881405,29.2361269164579,7.06015439125245e-12,9.49319221223791e-10,17.8780286808876,"SPNCRNA.1299"
2.29450033458954,6.08246222835514,11.4925381321372,1.62140946721647e-07,1.97506881442117e-06,7.25851966328721,"SPMITTRNALEU.01"
2.23930849532454,2.44394236086709,3.40024611292474,0.00583246439837423,0.0114455770624285,-3.86407544362299,"SPSNORNA.02"
2.19517521627164,6.00104388157382,13.0401372076476,4.34900253076071e-08,7.07168039420439e-07,8.66891517997989,"SPMITTRNAMET.02"
2.17337173937483,2.74411107624076,3.4736684818171,0.00511949854718575,0.0101894488590728,-3.73087485122213,"SPAC4H3.12c"
2.13618392646747,4.43875155679059,5.00987652699235,0.000382498524354481,0.00109739120573947,-1.03231450730585,"SPNCRNA.137"
2.12921403086076,6.60313404563099,12.3492555289351,7.6871793609187e-08,1.1363373803709e-06,8.05863138655486,"SPMITTRNAARG.02"
2.11515334622661,12.1398108677751,29.8912518125813,5.53285876187048e-12,7.99060894560562e-10,18.1281077692307,"SPAC8E11.10"
2.08247959620842,7.35556492703113,37.1565844814073,5.0240942171485e-13,1.65293892952716e-10,20.5511723483809,"SPNCRNA.1622"
2.06119005859122,3.20109115524068,11.7848100463195,1.25035759663394e-07,1.62198521626428e-06,7.53716289561956,"SPATRNASER.03"
2.00211905769003,5.00120672169638,8.18053828165706,4.89648415484515e-06,2.94378479885445e-05,3.60485900373054,"SPSNORNA.19"
1.99391388201889,6.29571624215331,16.5198008921674,3.52781900367009e-09,1.05412437921629e-07,11.3532015151575,"SPMITTRNAILE.02"
1.96602718619387,6.23081215458714,14.19814376954,1.77317668124816e-08,3.53220836332966e-07,9.62920599366622,"SPMITTRNAPHE.01"
1.9508833027763,5.21054550088668,5.9272502201745,9.4541997017496e-05,0.000338299715018594,0.446121419800068,"SPMITTRNAVAL.01"
1.93847370770177,5.88322266873682,11.8392148920773,1.19204605428199e-07,1.56963955019579e-06,7.58836701894956,"SPMITTRNAGLY.01"
